name,region,address,type1,type2,lon,lat
혜원,평택시,경기 평택시 중앙로 46,미분류,미분류,127.0879289,36.9943184
고덕제일타워 주차장,평택시,경기 평택시 고덕중앙로 200-20,실내,지하,127.0454838,37.04685499
힐스테이트송담아파트 지하주차장,평택시,경기 평택시 안중읍 송담1로 65,실내,지하,126.928406,36.97606314
신당근린공원 주차장2,평택시,경기 평택시 포승읍 평택항로 98,실외,야외시설,126.8457855,36.97158637
삼화주차장,평택시,경기 평택시 탄현로 357,실외,건물주변,127.0575165,37.08407667
안정공원 주차장,평택시,경기 평택시 팽성읍 안정순환로267번길 42,실외,야외시설,127.0535072,36.96088665
태성추어탕 주차장,평택시,경기 평택시 만세로 1539,실외,건물주변,127.1227124,37.02682068
태평아파트주차장,평택시,경기 평택시 고덕면 방축리 424-3,실외,노외,127.0353127,37.01788025
카카오T 평택삼성생명빌딩 주차장,평택시,경기 평택시 평택동 284-4,실외,건물주변,127.0896963,36.99353954
안중제2공영주차장,평택시,경기 평택시 안중읍 안중리 245-9,실외,노외,126.9260167,36.98964453
현화택지제5공영주차장,평택시,경기 평택시 안중읍 현화리 832-1,실외,노외,126.919945,36.97919108
삼성물산 갈평리주차장,평택시,경기 평택시 고덕동 산 247,실외,야외시설,127.0462093,37.06665562
현화택지제4공영주차장,평택시,경기 평택시 안중읍 현화리 833-1,실외,노외,126.9200903,36.97866485
동화당약국 대한성공회 노상공영주차장,평택시,경기 평택시 안중읍 안중리 252-72,실외,노상,126.9249634,36.98822854
스타벅스 평택세교DT 주차장,평택시,경기 평택시 세교동 425,실외,건물주변,127.0787871,37.00734627
지산주차장,평택시,경기 평택시 지산동 1129,실외,노외,127.0642853,37.08003252
리치관리단,평택시,경기 평택시 이충로35번길 28-22,미분류,미분류,127.0659685,37.05985598
팽성레포츠공원 주차장1,평택시,경기 평택시 팽성읍 안정로 238-31,실외,야외시설,127.0651024,36.96932585
투썸플레이스 샤브촌 전용주차장,평택시,경기 평택시 오성면 당거리 501-141,실외,건물주변,126.9820918,36.99365038
현화택지 제2공영주차장,평택시,경기 평택시 안중읍 현화리 835-6,실외,노외,126.9224385,36.97845925
한국전력 서평택지사 고객주차장,평택시,경기 평택시 청북읍 옥길리 1159-5,실외,건물주변,126.9171829,37.01845006
서평택패션타운 주차장,평택시,경기 평택시 안중읍 서동대로 1787,실외,노외,126.9469144,36.99411527
현화택지제3공영주차장,평택시,경기 평택시 안중읍 현화리 836-1,실외,노외,126.922468,36.97919437
석천주차장,평택시,경기 평택시 칠원동 114-1,미분류,미분류,127.1013625,37.02745628
스타타워 주차장,평택시,경기 평택시 비전5로 33,미분류,미분류,127.1141166,37.0015747
유승한내들아파트 지하주차장 입구,평택시,경기 평택시 청북읍 안청로1길 75,실내,지하,126.909859,37.01811664
주차장,평택시,경기 평택시 평택동 300,미분류,미분류,127.089127,36.99166905
나이스파크 평택 프로방스레지던스 주차장,평택시,경기 평택시 신장로 46,실내,지하,127.05002648108282,37.07950983658547
포승파출소 주차장,평택시,경기 평택시 포승읍 서동대로 1150,실외,건물주변,126.8819931,36.98250938
나이스파크 평택 셀럽프라자 주차장,평택시,경기 평택시 중앙2로 16,실내,지하,127.0885953,36.99148184
나이스파크 평택 제니스타워 주차장,평택시,경기 평택시 고덕중앙로 200-19,미분류,미분류,127.0456537,37.0472532
푸르지오2차아파트 상가동 주차장,평택시,경기 평택시 현신3길 76,실내,지하,127.1426068,36.99803147
디케이비 고덕지점,평택시,경기 평택시 고덕여염9길 38,미분류,미분류,127.0509715,37.04014614
트럭헬퍼 화물차주차장 평택칠괴동점,평택시,경기 평택시 칠괴길 150-51 1층,실외,노외,127.0863952,37.02913385
나이스파크 평택 스타빌딩 주차장,평택시,경기 평택시 용죽2로 32-45,미분류,미분류,127.125122,36.99239338
나이스파크 평택 고덕하늘채 시그니처 A상가 주차장,평택시,경기 평택시 고덕면 효덕새싹길 55,미분류,미분류,127.0342808,37.02149064
경기실업,평택시,경기 평택시 동삭로 455,실외,건물주변,127.0993701,37.02649038
나이스파크 평택 비티온유안앨리츠 주차장,평택시,경기 평택시 중앙2로 55,미분류,미분류,127.0930382,36.99154152
프라우빌딩 주차장,평택시,경기 평택시 비전5로 16,미분류,미분류,127.1132658,36.99985436
웨스트157 주차장,평택시,경기 평택시 현덕면 권관리 768-17,실외,건물주변,126.9059613,36.92345493
영천유로주차장,평택시,경기 평택시 평택로88번길 30,미분류,미분류,127.0857518,36.99451661
에바다학교 주차장,평택시,경기 평택시 진위면 하북4길 129-23,실외,건물주변,127.0672322,37.11275433
리치타워2 노상 민영 주차장,평택시,경기 평택시 고덕중앙2로 79,실외,노상,127.044864,37.04556326
제이에스프라자종합상가 주차장,평택시,경기 평택시 지제동 905-11,실외,건물주변,127.0544562,37.02293419
팽성주차장,평택시,경기 평택시 팽성읍 대사로 230,미분류,미분류,127.0701016,36.94932965
모곡공원 주차장,평택시,경기 평택시 산단로52번길 21,실외,야외시설,127.0762222,37.0345071
안중레포츠공원 주차장5,평택시,경기 평택시 안중읍 현화리 919,실외,야외시설,126.9155232,36.99281601
차유료주차장,평택시,경기 평택시 합정동 733-26,미분류,미분류,127.0912521,36.99161895
투루파킹 평택마제스트타워 주차장,평택시,경기 평택시 산단로16번길 12,미분류,미분류,127.0711814,37.03585013
장강 주차장,평택시,경기 평택시 이충동 495-10,실외,건물주변,127.0556016,37.05460587
깔끔이 민영 주차장,평택시,경기 평택시 고덕동 2130-6,실외,노상,127.0495457,37.04289692
카카오T 썬앤문알파주차타워 주차장,평택시,경기 평택시 고덕여염7길 21 4층 이상층,실내,지상,127.0472873,37.03846527
노상 공영주차장,평택시,경기 평택시 안중읍 안중리 252-7,실외,노외,126.926717,36.98783992
신평택주차장,평택시,경기 평택시 팽성읍 안정순환로56번길 40,실외,야외시설,127.0503119,36.95645469
경기도외국어교육연수원 주차장1,평택시,경기 평택시 안중읍 안현로서1길 40,실외,건물주변,126.9309083,36.99464408
나이스파크 평택 금강 상가 주차장,평택시,경기 평택시 청원로 1200,미분류,미분류,127.0562777,37.05202947
정동실업,평택시,경기 평택시 평택로 25-1,미분류,미분류,127.0881368,36.98998557
나이스파크 평택 창신베스트 주차장,평택시,경기 평택시 고덕국제대로 7,미분류,미분류,127.048198,37.0388794
로얄프라자 주차장,평택시,경기 평택시 비전2로 216,미분류,미분류,127.1141625,37.00225047
아마노 평택명성빌딩 주차장,평택시,경기 평택시 경기대로 1286,미분류,미분류,127.064984,37.05985111
나이스파크 고덕메디컬센터 주차장,평택시,경기 평택시 함박산8길 35,미분류,미분류,127.0319286,37.03881722
나이스파크 평택 장당프라자 주차장,평택시,경기 평택시 경기대로 1194,미분류,미분류,127.0603432,37.05323428
비티컴퍼스,평택시,경기 평택시 세교산단로 37,미분류,미분류,127.0813418,37.01094031
안중레포츠공원 주차장1,평택시,경기 평택시 안중읍 현화6길 48,실외,야외시설,126.9150393,36.99284964
Tmap주차 명문프라자 주차장,평택시,경기 평택시 고덕국제7로 117,실내,지하,127.0297672,37.03518437
이창진가마솥곰탕 주차장,평택시,경기 평택시 통복동 539-8,실외,건물주변,127.0891779,37.0013798
동막지주차장,평택시,경기 평택시 지산동 18-4,실외,야외시설,127.0958921,37.07437625
오딧세이 이글오피스텔 주차장,평택시,경기 평택시 팽성읍 안정순환로104번길 46,실내,지상,127.0461975,36.95943986
하이파킹 PARK552점,평택시,경기 평택시 신촌2로 17,실내,지상,127.104697,37.02664512
좋은메디타워4차 주차장,평택시,경기 평택시 비전2로 212,실내,지하,127.1137124,37.00177783
바로종합관리,평택시,경기 평택시 안중읍 안현로서6길 10,미분류,미분류,126.9280969,36.98379733
모산제이앤제이,평택시,경기 평택시 모산1길 38 2층,미분류,미분류,127.0918754,37.01551786
고덕트라반트푸르지오시티 민영 주차장,평택시,경기 평택시 고덕중앙로 200-10,미분류,미분류,127.0441941,37.0470329
송탄한양빌딩 주차장,평택시,경기 평택시 경기대로 1365,실내,지하,127.06357097273882,37.06686672917701
LG전자 주차장,평택시,경기 평택시 진위면 청호리 363,실외,노외,127.0916202,37.12903382
더파킹플러스,평택시,경기 평택시 경기대로 945,미분류,미분류,127.0695575,37.03429286
적봉지구 공영주차장,평택시,경기 평택시 서정동 973,실외,노외,127.042238,37.07779984
근린공원 주차장1,평택시,경기 평택시 포승읍 2함대길 40,실외,야외시설,126.8342723,36.99432503
깔끔이주차장,평택시,경기 평택시 고덕동 2131-1,실외,노상,127.0485902,37.04294985
